LOAN_ID,snapshot_date,nps_score,nps_category,BALANCE,TOTAL_PAID,ARREARS,DAYS_PAST_DUE,BALANCE_DUE_STATUS,ACCOUNT_STATUS_L2,happy_with_device_quality,happy_with_service,experienced_payment_delay,difficulty_getting_support,phone_locked_despite_payment,PRODUCT_NAME,LOAN_TERM,dpd_bucket,payment_performance
rec01VlZfsRhGD8vI,2025-12-30,9.0,Promoter,0.0,15999,0.0,0,up to date,Paid Off,Yes,Yes,No,No,No,Samsung-Galaxy-A06-128GB,12M,Current,Good
rec02rkeZIYT1p7GK,2025-12-30,10.0,Promoter,0.0,1000,14999.0,0,Arrears,Paid Off,Yes,Yes,Yes,"No, I have never looked for customer care",No,Samsung-Galaxy-A06-128GB,12M,Current,Fair
rec037qWdMLkmq19x,2025-12-30,1.0,Detractor,0.0,61459,0.0,0,advance,Paid Off,No,No,Yes,Yes,Yes,Samsung-Note-20-Ultra-128GB,3M,Current,Unknown
rec05XU0EE7hoe6gY,2025-12-30,1.0,Detractor,49360.0,14739,44960.0,281,Arrears,PAR 30,No,No,No,No,Yes,Samsung-Galaxy-S20-Plus-5G-128GB,12M,90+ DPD,Poor
rec06Jw9u4LbqIul4,2025-12-30,10.0,Promoter,22400.0,15859,0.0,0,advance,Active,Yes,Yes,No,"No, I have never looked for customer care",No,Samsung-Galaxy-A16-128GB,12M,Current,Unknown
rec08ahIi2qmt40Ul,2025-12-30,1.0,Detractor,0.0,71359,0.0,0,up to date,Paid Off,,,,,,Apple-iPhone-X-64GB,12M,Current,Good
rec08hbVI8dupecHS,2025-12-30,8.0,Passive,8550.0,48999,950.0,0,Arrears,Active,,,,,,Apple-iPhone-XR-64GB,12M,Current,Fair
rec099hvwKXtZ27TG,2025-12-30,9.0,Promoter,25100.0,43479,320.0,1,Arrears,Inactive,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,1-30 DPD,Fair
rec0AUa8GxoiY082u,2025-12-30,3.0,Detractor,4780.0,40779,4780.0,269,Arrears,PAR 30,No,No,No,No,No,Samsung-Galaxy-S9-64GB,12M,90+ DPD,Poor
rec0CsNk3ewkMBGBu,2025-12-30,10.0,Promoter,8360.0,33149,3040.0,27,Arrears,PAR 7,,,,,,Samsung-Galaxy-A42-5G-128GB,12M,1-30 DPD,Fair
rec0ESJyg01Jm4U7k,2025-12-30,10.0,Promoter,95060.0,19179,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S23-Ultra-256GB,12M,Current,Good
rec0HCSbS5TAxGsxv,2025-12-30,10.0,Promoter,57809.0,10770,28309.0,162,Arrears,FMD,Yes,Yes,No,No,No,Samsung-Galaxy-S20-Ultra-128GB,12M,90+ DPD,Poor
rec0HrmbKcHdVBS0N,2025-12-30,9.0,Promoter,12200.0,52079,1220.0,3,Arrears,Inactive,,,,,,Samsung-Note-10-Plus-256GB,12M,1-30 DPD,Fair
rec0I3y5QktQDqkpj,2025-12-30,10.0,Promoter,0.0,68959,0.0,0,up to date,Paid Off,,,,,,Samsung-Note-20-128GB,12M,Current,Good
rec0IKT43b6nSwiD6,2025-12-30,0.0,Detractor,68510.0,88299,0.0,0,advance,Active,,,,,,Apple-iPhone-14-Pro-Max-256GB,3M,Current,Unknown
rec0ITuqc7Hbmh5I0,2025-12-30,9.0,Promoter,0.0,113079,0.0,0,advance,Paid Off,,,,,,Samsung-Galaxy-S22-Ultra-128GB,12M,Current,Unknown
rec0J3aKHPKTG6X0q,2025-12-30,6.0,Detractor,13860.0,31009,0.0,0,up to date,Active,Yes,Yes,Yes,"No, I have never looked for customer care",Yes,Samsung-Galaxy-A16-128GB,12M,Current,Good
rec0JjOk4k9QBjUMA,2025-12-30,10.0,Promoter,31540.0,65379,31540.0,204,Arrears,PAR 30,Yes,Yes,No,No,No,Samsung-Note-20-Ultra-128GB,12M,90+ DPD,Poor
rec0L8al9HGNm2z4D,2025-12-30,5.0,Detractor,10500.0,18499,500.0,1,Arrears,Inactive,No,No,Yes,No,No,Samsung-Galaxy-A06-128GB,12M,1-30 DPD,Fair
rec0LwnoHLgZLNL3t,2025-12-30,6.0,Detractor,0.0,43999,0.0,0,up to date,Paid Off,Yes,Yes,No,No,No,Samsung-Note-10-Plus-256GB,12M,Current,Good
rec0NSEyy825H22np,2025-12-30,0.0,Detractor,4725.0,59024,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Unknown
rec0QJusY4lg2tUYv,2025-12-30,10.0,Promoter,36630.0,20859,10890.0,74,Arrears,PAR 30,Yes,Yes,Yes,"No, I have never looked for customer care",No,Samsung-Note-10-256GB,12M,61-90 DPD,Poor
rec0QOLY1qO1QE3EO,2025-12-30,10.0,Promoter,18390.0,14229,18390.0,370,Arrears,PAR 30,Yes,Yes,Yes,No,,Samsung-Galaxy-A05-64GB,12M,90+ DPD,Poor
rec0Qcx6Y3FAJZ3AU,2025-12-30,9.0,Promoter,22500.0,58079,0.0,0,advance,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Unknown
rec0R28P1DkXpudwJ,2025-12-30,10.0,Promoter,16720.0,27539,760.0,0,Arrears,Active,Yes,Yes,Yes,No,Yes,Samsung-Galaxy-A42-5G-128GB,12M,Current,Fair
rec0Su49O2lA2esgZ,2025-12-30,9.0,Promoter,27470.0,15059,0.0,0,advance,Active,Yes,Yes,No,No,No,Samsung-Galaxy-A16-128GB,12M,Current,Unknown
rec0TncfzAXEklgam,2025-12-30,10.0,Promoter,28480.0,84599,21360.0,80,Arrears,PAR 30,Yes,Yes,No,No,No,Samsung-Galaxy-S22-Ultra-128GB,12M,61-90 DPD,Poor
rec0TuZgz5ZFQrdYf,2025-12-30,10.0,Promoter,55080.0,7699,23760.0,148,Arrears,FPD,Yes,Yes,No,No,No,Samsung-Note-20-128GB,12M,90+ DPD,Poor
rec0Y5NXlNNlCeHlo,2025-12-30,10.0,Promoter,28470.0,14059,0.0,0,advance,Active,,,,,,Samsung-Galaxy-A16-128GB,12M,Current,Unknown
rec0ZgzV4wdKi92O6,2025-12-30,6.0,Detractor,16950.0,38399,800.0,1,Arrears,Inactive,,,,,,Samsung-Note-20-128GB,12M,1-30 DPD,Fair
rec0a5NLwEasEUOaS,2025-12-30,7.0,Passive,0.0,59999,0.0,0,advance,Paid Off,,,,,,Samsung-Note-20-Ultra-128GB,3M,Current,Unknown
rec0aD1UYXAv2knaq,2025-12-30,10.0,Promoter,44139.0,14780,44139.0,629,Arrears,Return,,,,,,Apple-iPhone-X-64GB,12M,90+ DPD,Poor
rec0aS345mXaP1LKc,2025-12-30,9.0,Promoter,16660.0,52929,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Good
rec0dpvfRpnngv0dl,2025-12-30,6.0,Detractor,0.0,31999,0.0,0,up to date,Paid Off,Yes,Yes,,,,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Good
rec0eXvE3PbzEea8R,2025-12-30,8.0,Passive,151859.0,40200,0.0,0,advance,Active,Yes,Yes,No,No,No,Apple-iPhone-15-Pro-Max-256GB,12M,Current,Unknown
rec0epE07LlJgMmFD,2025-12-30,9.0,Promoter,45899.0,21150,389.0,0,Arrears,Active,Yes,Yes,No,No,Yes,Apple-iPhone-11-128GB,12M,Current,Fair
rec0fYISXCsdqRRlH,2025-12-30,6.0,Detractor,35280.0,50089,0.0,0,up to date,Active,No,No,Yes,No,,Samsung-Note-20-Ultra-128GB,12M,Current,Good
rec0fgivE1Xv7sHFV,2025-12-30,6.0,Detractor,25410.0,19359,0.0,0,up to date,Active,Yes,No,Yes,"No, I have never looked for customer care",Yes,Samsung-Galaxy-A42-5G-128GB,12M,Current,Good
rec0g68UbKMuRc3js,2025-12-30,0.0,Detractor,21850.0,35549,21850.0,579,Arrears,Return,,,,,,Samsung-Galaxy-S10-128GB,12M,90+ DPD,Poor
rec0gaonOcIJZ0yiM,2025-12-30,2.0,Detractor,47880.0,17059,0.0,0,up to date,Active,,,,,,Samsung-Note-20-128GB,12M,Current,Good
rec0hMBWTO6Mv8hyN,2025-12-30,0.0,Detractor,0.0,49499,0.0,0,advance,Paid Off,,,,,,Samsung-Galaxy-A42-5G-128GB,12M,Current,Unknown
rec0k8nKAYWq5WBNd,2025-12-30,10.0,Promoter,29230.0,39349,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Unknown
rec0ldrXhYF7VIQus,2025-12-30,10.0,Promoter,28290.0,68629,28290.0,225,Arrears,PAR 30,Yes,Yes,No,Yes,No,Samsung-Note-20-Ultra-128GB,12M,90+ DPD,Poor
rec0mjEsRSPjkGD8w,2025-12-30,10.0,Promoter,26600.0,51129,1330.0,3,Arrears,Inactive,,,,,,Samsung-Galaxy-S21-Ultra-128GB,12M,1-30 DPD,Fair
rec0paJXsC3kp4Mgx,2025-12-30,6.0,Detractor,46950.0,26819,0.0,0,advance,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Unknown
rec0pdIYnvM9790yb,2025-12-30,5.0,Detractor,59059.0,5500,2219.0,12,Arrears,FPD,,,,,,Apple-iPhone-11-128GB,12M,1-30 DPD,Fair
rec0r1uUNwrEzHdpb,2025-12-30,10.0,Promoter,35250.0,46759,0.0,0,up to date,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Good
rec0r5B9DshdGIgdQ,2025-12-30,5.0,Detractor,8440.0,97139,8440.0,35,Arrears,PAR 30,Yes,Yes,,,,Apple-iPhone-12-64GB,12M,31-60 DPD,Poor
rec0w7Xy1EffFNcRr,2025-12-30,9.0,Promoter,21420.0,37899,0.0,0,up to date,Active,,,,,,Samsung-Note-10-256GB,12M,Current,Good
rec10s3BXqXGI0R6w,2025-12-30,7.0,Passive,0.0,63059,100.0,0,Arrears,Paid Off,,,,,,Samsung-Galaxy-S10-128GB,12M,Current,Fair
rec11VbLRoUj5ai7V,2025-12-30,1.0,Detractor,4340.0,31779,0.0,0,up to date,Active,No,No,No,No,,Samsung-Galaxy-A06-128GB,12M,Current,Good
rec11l3Ck0tUigyL7,2025-12-30,10.0,Promoter,113500.0,30269,31780.0,92,Arrears,PAR 30,Yes,Yes,No,No,Yes,Samsung-Galaxy-S23-Ultra-256GB,12M,90+ DPD,Poor
rec154vNyaCSyaVEH,2025-12-30,8.0,Passive,9700.0,5299,9700.0,130,Arrears,PAR 30,No,Yes,No,No,,Samsung-Galaxy-A06-128GB,12M,90+ DPD,Poor
rec166k3oSN6BiPEp,2025-12-30,4.0,Detractor,38620.0,27409,20540.0,129,Arrears,PAR 30,No,Yes,No,No,Yes,Samsung-Galaxy-S21-5G-128GB,12M,90+ DPD,Poor
rec16fWGtqaYxKmBO,2025-12-30,10.0,Promoter,40920.0,17779,930.0,4,Arrears,Inactive,,,,,,Apple-iPhone-11-128GB,STDHIGH,1-30 DPD,Fair
rec17AkR8XWgQYXgz,2025-12-30,0.0,Detractor,81090.0,13899,57240.0,245,Arrears,Return,No,No,No,Yes,No,Samsung-Note-20-Ultra-128GB,12M,90+ DPD,Poor
rec17ZjOh4YjOq1RV,2025-12-30,5.0,Detractor,32920.0,24569,0.0,0,advance,Active,No,Yes,No,"No, I have never looked for customer care",No,Samsung-Note-20-128GB,12M,Current,Unknown
rec18e77aBYj4aIc3,2025-12-30,8.0,Passive,57679.0,3900,15139.0,62,Arrears,Return,Yes,Yes,No,No,Yes,Samsung-Galaxy-S21-Plus-5G-128GB,12M,61-90 DPD,Poor
rec194NFAfRcKfOBH,2025-12-30,2.0,Detractor,31920.0,12339,26600.0,238,Arrears,Return,No,No,No,"No, I have never looked for customer care",No,Samsung-Galaxy-A42-5G-128GB,12M,90+ DPD,Poor
rec19ZURsb3ZhUhtm,2025-12-30,0.0,Detractor,28240.0,39579,28240.0,298,Arrears,Return,No,No,Yes,Yes,Yes,Samsung-Note-10-256GB,12M,90+ DPD,Poor
rec19aKRAlDJPYYs2,2025-12-30,10.0,Promoter,0.0,79999,0.0,0,up to date,Paid Off,,,,,,Samsung-Galaxy-S23-Ultra-256GB,12M,Current,Good
rec1ADBswb6wAytU7,2025-12-30,10.0,Promoter,19760.0,24499,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-A42-5G-128GB,12M,Current,Good
rec1BLSkSZ5OAVBfI,2025-12-30,9.0,Promoter,14800.0,28339,5920.0,55,Arrears,Return,Yes,Yes,Yes,No,,Samsung-Galaxy-A42-5G-128GB,12M,31-60 DPD,Poor
rec1CeTc8CyF0dSdR,2025-12-30,1.0,Detractor,26320.0,93059,0.0,0,up to date,Active,Yes,No,Yes,Yes,Yes,Samsung-Galaxy-S22-Ultra-128GB,12M,Current,Good
rec1CjR86jpvdwu27,2025-12-30,10.0,Promoter,27720.0,17149,16940.0,153,Arrears,Return,,,,,,Samsung-Galaxy-A16-128GB,12M,90+ DPD,Poor
rec1Dp4FKzGBSodFZ,2025-12-30,4.0,Detractor,32160.0,6979,32160.0,420,Arrears,FMD,No,Yes,Yes,No,No,Samsung-Galaxy-S9-64GB,12M,90+ DPD,Poor
rec1GUTObfRG5hPoB,2025-12-30,4.0,Detractor,30240.0,22699,0.0,0,up to date,Active,No,No,No,Yes,Yes,Samsung-Galaxy-S20-Plus-5G-128GB,STDHIGH,Current,Good
rec1I4Edrs4d5BdhW,2025-12-30,10.0,Promoter,0.0,215589,0.0,0,advance,Paid Off,,,,,,Samsung-Galaxy-S24-Ultra-256GB,12M,Current,Unknown
rec1IARLe0MIh5wK3,2025-12-30,3.0,Detractor,23160.0,36999,0.0,0,advance,Active,,,,,,Samsung-Note-20-128GB,STDHIGH,Current,Unknown
rec1JcsrpzrTySXTH,2025-12-30,10.0,Promoter,42910.0,47139,0.0,0,advance,Active,Yes,Yes,No,No,,Samsung-Note-20-Ultra-128GB,12M,Current,Unknown
rec1JeJogv0cqJzMD,2025-12-30,0.0,Detractor,27550.0,29849,27550.0,606,Arrears,Return,,,,,,Samsung-Galaxy-S10-128GB,12M,90+ DPD,Poor
rec1KCsLOYf8bMgNM,2025-12-30,10.0,Promoter,0.0,49599,0.0,0,up to date,Paid Off,Yes,Yes,Yes,No,,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Good
rec1Kg314SFT9cdFr,2025-12-30,8.0,Passive,43200.0,20779,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Good
rec1LdGi9OZeqhz30,2025-12-30,8.0,Passive,34640.0,22849,0.0,0,advance,Active,Yes,Yes,No,No,No,Samsung-Note-20-128GB,12M,Current,Unknown
rec1OIi2NpZM20NTJ,2025-12-30,9.0,Promoter,0.0,53500,0.0,0,advance,Paid Off,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Unknown
rec1ONnMGeWkt6FBP,2025-12-30,4.0,Detractor,52200.0,15959,2320.0,7,Arrears,Inactive,,,,,,Apple-iPhone-11-128GB,12M,1-30 DPD,Fair
rec1R1R2HVLlbHYGn,2025-12-30,10.0,Promoter,52700.0,33049,0.0,0,advance,Active,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Unknown
rec1TTAa6ixm8n6JV,2025-12-30,0.0,Detractor,74720.0,20269,65180.0,281,Arrears,Return,Yes,No,Yes,Yes,Yes,Samsung-Note-20-Ultra-128GB,12M,90+ DPD,Poor
rec1U03szBeOl5mq5,2025-12-30,4.0,Detractor,16570.0,59329,0.0,0,advance,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Unknown
rec1U5Abp7xSWdv5U,2025-12-30,2.0,Detractor,13090.0,31779,770.0,4,Arrears,Inactive,,,,,,Samsung-Galaxy-A16-128GB,12M,1-30 DPD,Fair
rec1VBsjbSbObnvEm,2025-12-30,2.0,Detractor,60370.0,31269,60370.0,533,Arrears,Return,No,No,Yes,Yes,Yes,Samsung-Note-10-Plus-256GB,12M,90+ DPD,Poor
rec1WfRVvT8H7sDZO,2025-12-30,6.0,Detractor,0.0,50129,0.0,0,advance,Paid Off,No,Yes,No,No,No,Samsung-Galaxy-A15-128GB,12M,Current,Unknown
rec1YW1ORG5jo5Zfm,2025-12-30,7.0,Passive,30250.0,51549,30250.0,234,Arrears,PAR 30,Yes,Yes,Yes,Yes,Yes,Samsung-Note-10-Plus-256GB,12M,90+ DPD,Poor
rec1ZRnYchBJhvsCt,2025-12-30,4.0,Detractor,52270.0,33599,50800.0,239,Arrears,PAR 30,Yes,Yes,No,No,No,Samsung-Note-10-Plus-256GB,12M,90+ DPD,Poor
rec1a0e2l39T0LnWM,2025-12-30,2.0,Detractor,38940.0,29639,0.0,0,up to date,Active,Yes,No,No,No,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Good
rec1b6ckwc5JjNE0t,2025-12-30,8.0,Passive,66440.0,40669,25670.0,112,Arrears,PAR 30,Yes,Yes,No,No,No,Samsung-Galaxy-S21-Ultra-256GB,3M,90+ DPD,Poor
rec1beuMSzkd3wRP5,2025-12-30,6.0,Detractor,3150.0,60599,0.0,0,up to date,Active,No,No,Yes,Yes,Yes,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Good
rec1cP3mNXOvaYyqP,2025-12-30,1.0,Detractor,50400.0,106739,50400.0,315,Arrears,Return,,,,,,Samsung-Galaxy-S22-Ultra-256GB,12M,90+ DPD,Poor
rec1cdTmWd1CgMXLx,2025-12-30,6.0,Detractor,33600.0,31419,12320.0,70,Arrears,PAR 30,No,Yes,No,Yes,No,Samsung-Note-20-128GB,12M,61-90 DPD,Poor
rec1dytrIaIbgoVlI,2025-12-30,10.0,Promoter,0.0,14999,0.0,0,up to date,Paid Off,Yes,Yes,Yes,Yes,No,Samsung-Galaxy-A06-128GB,12M,Current,Good
rec1fM7RA2258FmuE,2025-12-30,5.0,Detractor,57350.0,32699,4650.0,18,Arrears,PAR 7,No,No,Yes,"No, I have never looked for customer care",Yes,Samsung-Note-20-Ultra-128GB,12M,1-30 DPD,Fair
rec1hGp2DTjzOspDy,2025-12-30,10.0,Promoter,50310.0,16359,0.0,0,up to date,Active,,,,,,Apple-iPhone-11-128GB,12M,Current,Good
rec1hX9FXZBz3yVHH,2025-12-30,3.0,Detractor,31080.0,21859,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S20-Plus-5G-128GB,STDHIGH,Current,Good
rec1in3IzyJx6yy8e,2025-12-30,9.0,Promoter,21650.0,59139,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S22-Plus-128GB,12M,Current,Unknown
rec1jeOAjGr6HABrf,2025-12-30,5.0,Detractor,83500.0,14039,83500.0,396,Arrears,Return,,,,,,Samsung-Note-20-Ultra-128GB,12M,90+ DPD,Poor
rec1kPwTQjTna0Odw,2025-12-30,10.0,Promoter,132389.0,17000,67349.0,169,Arrears,Return,Yes,Yes,Yes,No,Yes,Samsung-Galaxy-S23-Ultra-256GB,12M,90+ DPD,Poor
rec1keD12Vz50fI94,2025-12-30,7.0,Passive,25210.0,69779,0.0,0,advance,Active,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Unknown
rec1mnCLKf0j62Hmj,2025-12-30,8.0,Passive,45200.0,23329,24860.0,151,Arrears,Return,Yes,Yes,No,Yes,No,Samsung-Galaxy-S20-Ultra-128GB,12M,90+ DPD,Poor
rec1nIg2ZBLbzgMFu,2025-12-30,5.0,Detractor,93900.0,104229,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S24-Ultra-256GB,12M,Current,Good
rec1oZVMlzCFHTghK,2025-12-30,5.0,Detractor,32400.0,30379,0.0,0,up to date,Active,,Yes,,,,Samsung-Note-20-128GB,12M,Current,Good
rec1r2pV0uc5Rz2SL,2025-12-30,5.0,Detractor,2810.0,39229,2810.0,133,Arrears,PAR 30,No,No,No,Yes,No,Samsung-Galaxy-S9-64GB,12M,90+ DPD,Poor
rec1tkmUdsfoPQS7O,2025-12-30,3.0,Detractor,0.0,39239,100.0,0,Arrears,Paid Off,No,No,Yes,Yes,Yes,Samsung-Galaxy-S9-64GB,12M,Current,Fair
rec1ybnrEuJlYmn0r,2025-12-30,7.0,Passive,4520.0,64109,0.0,0,up to date,Active,No,Yes,No,No,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Good
rec20hqwavctgVANG,2025-12-30,10.0,Promoter,19080.0,75909,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Note-20-Ultra-128GB,12M,Current,Good
rec21cQy8LKikt3d8,2025-12-30,10.0,Promoter,0.0,64249,0.0,0,advance,Paid Off,,,,,,Samsung-Galaxy-S10-128GB,12M,Current,Unknown
rec22lqFWHBNezk2G,2025-12-30,6.0,Detractor,27930.0,57439,1470.0,1,Arrears,Inactive,No,Yes,No,No,No,Samsung-Note-20-Ultra-128GB,12M,1-30 DPD,Fair
rec230ba05zEI0qFM,2025-12-30,10.0,Promoter,0.0,68959,0.0,0,up to date,Paid Off,,,,,,Samsung-Note-20-128GB,12M,Current,Good
rec231oEmEQieBCQt,2025-12-30,9.0,Promoter,21120.0,17139,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-A16-128GB,12M,Current,Good
rec23f2Q04GJEWJik,2025-12-30,10.0,Promoter,47520.0,16459,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Good
rec248OnGNOXPBUUn,2025-12-30,8.0,Passive,34960.0,37079,5200.0,32,Arrears,PAR 30,Yes,Yes,Yes,No,No,Samsung-Galaxy-S22-5G-128GB,12M,31-60 DPD,Poor
rec26AkwqYrqYbn3A,2025-12-30,0.0,Detractor,44280.0,18879,44280.0,462,Arrears,PAR 30,No,No,No,Yes,Yes,Samsung-Galaxy-S10-128GB,12M,90+ DPD,Poor
rec279CLwSL7CzePV,2025-12-30,7.0,Passive,0.0,34499,0.0,0,up to date,Paid Off,,,,,,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Good
rec27Shbmm2l3Pdi7,2025-12-30,8.0,Passive,27140.0,34879,1180.0,0,Arrears,Active,Yes,Yes,No,No,Yes,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Fair
rec27nxwtTR4saQBI,2025-12-30,9.0,Promoter,44960.0,56429,0.0,0,advance,Active,No,Yes,No,No,Yes,Samsung-Galaxy-S22-Ultra-256GB,12M,Current,Unknown
rec2AdEMOzgTTkPmR,2025-12-30,10.0,Promoter,28279.0,27990,3059.0,26,Arrears,PAR 7,Yes,Yes,,,,Apple-iPhone-11-64GB,12M,1-30 DPD,Fair
rec2B63iO3lSDhxID,2025-12-30,5.0,Detractor,0.0,49999,0.0,0,up to date,Paid Off,Yes,Yes,No,No,No,Samsung-Note-20-Ultra-128GB,12M,Current,Good
rec2CkSxxa8P0XMhw,2025-12-30,10.0,Promoter,9890.0,15139,0.0,0,up to date,Active,Yes,Yes,No,"No, I have never looked for customer care",No,Samsung-Galaxy-A06-64GB,12M,Current,Good
rec2E9dWvBaCAcS8v,2025-12-30,10.0,Promoter,74400.0,15649,27900.0,119,Arrears,Return,,,,,,Samsung-Note-20-Ultra-128GB,12M,90+ DPD,Poor
rec2EObvj8DZFair6,2025-12-30,8.0,Passive,34021.0,19208,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S20-Plus-5G-128GB,STDHIGH,Current,Unknown
rec2FCxHhqXw6aKRU,2025-12-30,6.0,Detractor,0.0,45509,50.0,0,Arrears,Paid Off,Yes,Yes,Yes,Yes,Yes,Samsung-Galaxy-S9-Plus-64GB,12M,Current,Fair
rec2FFk3F7ZFQWqCk,2025-12-30,6.0,Detractor,46740.0,23389,0.0,0,advance,Active,,,,,,Apple-iPhone-11-128GB,12M,Current,Unknown
rec2FVAI1nMG7dkOL,2025-12-30,8.0,Passive,45510.0,24619,1230.0,1,Arrears,Inactive,Yes,Yes,No,"No, I have never looked for customer care",,Apple-iPhone-11-128GB,12M,1-30 DPD,Fair
rec2Gy51C8OjjEDP6,2025-12-30,9.0,Promoter,29400.0,55969,1470.0,0,Arrears,Active,Yes,Yes,No,Yes,No,Samsung-Note-20-Ultra-128GB,12M,Current,Fair
rec2Hsac1yPCpFFeG,2025-12-30,2.0,Detractor,46410.0,6399,22779.0,128,Arrears,Return,,,,,,Samsung-Galaxy-S20-Plus-5G-128GB,12M,90+ DPD,Poor
rec2JQAdRD7EWk8T8,2025-12-30,10.0,Promoter,72250.0,87499,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S24-Ultra-256GB,3M,Current,Unknown
rec2LHn71OLJuZhhj,2025-12-30,10.0,Promoter,20900.0,34449,3800.0,27,Arrears,PAR 7,,,,,,Samsung-Galaxy-S10-128GB,12M,1-30 DPD,Fair
rec2MVKBIoAZMRFMu,2025-12-30,8.0,Passive,50490.0,58139,0.0,0,up to date,Active,Yes,Yes,Yes,Yes,No,Samsung-Galaxy-S22-Ultra-256GB,3M,Current,Good
rec2Om8LXzZ9jBhpP,2025-12-30,7.0,Passive,23100.0,15159,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-A16-128GB,12M,Current,Good
rec2PGWsiCiDFoGdp,2025-12-30,3.0,Detractor,50700.0,23069,0.0,0,advance,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Unknown
rec2RZrdJa7dun7EK,2025-12-30,10.0,Promoter,23100.0,13349,3960.0,40,Arrears,PAR 30,,,,,,Samsung-Galaxy-A16-128GB,12M,31-60 DPD,Poor
rec2TMpvEiDC181eU,2025-12-30,4.0,Detractor,16900.0,58999,0.0,0,up to date,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Good
rec2TngHkBitHsQXn,2025-12-30,9.0,Promoter,0.0,67819,0.0,0,up to date,Paid Off,Yes,Yes,Yes,Yes,Yes,Samsung-Note-10-256GB,12M,Current,Good
rec2VmtmTLcFRIqJu,2025-12-30,0.0,Detractor,0.0,85319,0.0,0,up to date,Paid Off,No,No,Yes,Yes,No,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Good
rec2XJNFPl4voNZwH,2025-12-30,2.0,Detractor,39900.0,19849,1050.0,1,Arrears,Inactive,No,No,,,,Samsung-Note-20-128GB,12M,1-30 DPD,Fair
rec2Xp2hRvFZ0fM6c,2025-12-30,1.0,Detractor,0.0,44869,0.0,0,advance,Paid Off,No,Yes,No,No,No,Samsung-Galaxy-A16-128GB,12M,Current,Unknown
rec2Y4WAAcnEfSiTZ,2025-12-30,10.0,Promoter,33300.0,29479,0.0,0,advance,Active,Yes,Yes,No,"No, I have never looked for customer care",No,Samsung-Note-20-128GB,12M,Current,Unknown
rec2YyR1ZUQWiLn8f,2025-12-30,10.0,Promoter,0.0,96919,0.0,0,up to date,Paid Off,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Good
rec2ZOhpqGIWXl7QR,2025-12-30,3.0,Detractor,0.0,45959,0.0,0,up to date,Paid Off,,,,,,Samsung-Galaxy-A42-5G-128GB,12M,Current,Good
rec2ZxAdpdl97QGxb,2025-12-30,6.0,Detractor,3420.0,63119,1140.0,0,Arrears,Active,Yes,Yes,No,"No, I have never looked for customer care",No,Samsung-Galaxy-S21-5G-128GB,12M,Current,Fair
rec2a7qHhYspGWc5v,2025-12-30,1.0,Detractor,0.0,105579,0.0,0,up to date,Paid Off,No,No,Yes,Yes,Yes,Apple-iPhone-12-64GB,12M,Current,Good
rec2aSo3VCvv5uHe8,2025-12-30,1.0,Detractor,82720.0,59139,82720.0,438,Arrears,PAR 30,No,No,No,Yes,No,Samsung-Galaxy-S22-Ultra-256GB,12M,90+ DPD,Poor
rec2ayOrelqB3J31G,2025-12-30,7.0,Passive,6180.0,23629,0.0,0,advance,Active,Yes,Yes,No,No,No,Samsung-Galaxy-A06-128GB,12M,Current,Unknown
