LOAN_ID,snapshot_date,nps_score,nps_category,BALANCE,TOTAL_PAID,ARREARS,DAYS_PAST_DUE,BALANCE_DUE_STATUS,ACCOUNT_STATUS_L2,happy_with_device_quality,happy_with_service,experienced_payment_delay,difficulty_getting_support,phone_locked_despite_payment,PRODUCT_NAME,LOAN_TERM,dpd_bucket,payment_performance
recmjZUxl7TBMkxxO,2025-12-30,10.0,Promoter,28600.0,47299,10400.0,53,Arrears,PAR 30,Yes,Yes,No,No,No,Samsung-Note-10-Plus-256GB,12M,31-60 DPD,Poor
recmlSQKXEXKFz4jD,2025-12-30,10.0,Promoter,0.0,130199,0.0,0,up to date,Paid Off,,,,,,Samsung-Galaxy-S22-Ultra-128GB,12M,Current,Good
recmnb33Zlo4uxsDb,2025-12-30,5.0,Detractor,0.0,66599,2360.0,0,Arrears,Paid Off,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Fair
recmnxbiInIN07Q5q,2025-12-30,3.0,Detractor,38731.0,20588,16291.0,106,Arrears,PAR 30,No,No,Yes,,,Samsung-Note-10-256GB,12M,90+ DPD,Poor
recmp8AsCsmLWa4Ve,2025-12-30,9.0,Promoter,0.0,48500,0.0,0,advance,Paid Off,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Unknown
recmr3vPtD3G8l1kn,2025-12-30,8.0,Passive,56100.0,6599,6600.0,40,Arrears,Return,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,31-60 DPD,Poor
recmt7GssqlpbMs5q,2025-12-30,10.0,Promoter,41360.0,21379,4700.0,31,Arrears,PAR 30,,,,,,Apple-iPhone-11-128GB,3M,31-60 DPD,Poor
recmt9V6tXdRpK6kE,2025-12-30,5.0,Detractor,23100.0,15159,0.0,0,up to date,Active,No,Yes,No,No,No,Samsung-Galaxy-A16-128GB,12M,Current,Good
recmtQfX2A8EYMFdR,2025-12-30,6.0,Detractor,0.0,47499,0.0,0,up to date,Paid Off,Yes,Yes,No,No,No,Samsung-Note-20-Ultra-128GB,12M,Current,Good
recmtoRpoFHXK88rG,2025-12-30,5.0,Detractor,0.0,67159,100.0,0,Arrears,Paid Off,,,,,,Samsung-Galaxy-S10-128GB,12M,Current,Fair
recmwNkVsCX6fVjNu,2025-12-30,9.0,Promoter,49330.0,13369,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Unknown
recmxNdWgLh04lFDz,2025-12-30,5.0,Detractor,39270.0,5599,29260.0,262,Arrears,Return,,,,,,Samsung-Galaxy-A16-128GB,12M,90+ DPD,Poor
recmyH3q6P0taJ8VL,2025-12-30,6.0,Detractor,7320.0,63899,0.0,0,up to date,Active,No,No,Yes,No,No,Samsung-Note-10-Plus-256GB,12M,Current,Good
recmzCLm0ZK2kJci0,2025-12-30,4.0,Detractor,5500.0,58599,1100.0,1,Arrears,Inactive,Yes,Yes,No,No,No,Samsung-Galaxy-S20-Plus-5G-128GB,12M,1-30 DPD,Fair
recn0q1aDa7KmcSx8,2025-12-30,10.0,Promoter,0.0,81799,0.0,0,up to date,Paid Off,Yes,Yes,No,No,No,Samsung-Note-10-Plus-256GB,12M,Current,Good
recn0s2LGmiDD6FvH,2025-12-30,5.0,Detractor,0.0,109999,0.0,0,up to date,Paid Off,Yes,Yes,No,"No, I have never looked for customer care",,Samsung-Galaxy-S24-Ultra-512GB,12M,Current,Good
recn0zXHYHLm6X2DO,2025-12-30,9.0,Promoter,8000.0,50299,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-A52-128GB,12M,Current,Good
recn1nFyARgsqZnqe,2025-12-30,8.0,Passive,17480.0,77509,1580.0,0,Arrears,Active,Yes,No,No,No,,Samsung-Note-20-Ultra-128GB,12M,Current,Fair
recn2WvKiTKN0307m,2025-12-30,9.0,Promoter,42570.0,25959,29010.0,177,Arrears,PAR 30,Yes,Yes,Yes,No,No,Samsung-Galaxy-S20-Ultra-128GB,12M,90+ DPD,Poor
recn3IqvSUdZDPjKv,2025-12-30,0.0,Detractor,64350.0,52599,0.0,0,up to date,Active,,,,,,Apple-iPhone-12-Pro-Max-256GB,3M,Current,Good
recn3wc8IuD6EFqSp,2025-12-30,6.0,Detractor,14640.0,56579,0.0,0,up to date,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Good
recn5YFBF7LvPqZc6,2025-12-30,10.0,Promoter,30030.0,22779,910.0,0,Arrears,Active,Yes,No,No,Yes,,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Fair
recn6ySGK2jWQGTZG,2025-12-30,3.0,Detractor,31880.0,11479,2240.0,18,Arrears,PAR 7,,,,,,Samsung-Galaxy-A42-5G-128GB,12M,1-30 DPD,Fair
recn8oDJTBIxIyNWt,2025-12-30,9.0,Promoter,22330.0,15929,3850.0,37,Arrears,PAR 30,Yes,Yes,No,No,,Samsung-Galaxy-A16-128GB,12M,31-60 DPD,Poor
recnCM7Fc5X99I3p5,2025-12-30,5.0,Detractor,0.0,36499,0.0,0,up to date,Paid Off,Yes,Yes,No,No,,Samsung-Galaxy-S21-5G-128GB,12M,Current,Good
recnCu5gx68Mie3WN,2025-12-30,0.0,Detractor,34970.0,60019,23840.0,98,Arrears,PAR 30,No,No,,,,Samsung-Note-20-Ultra-128GB,12M,90+ DPD,Poor
recnDn9MUiwA74CBv,2025-12-30,10.0,Promoter,45360.0,16219,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Good
recnEFlWp937qyrDO,2025-12-30,0.0,Detractor,44620.0,10649,6790.0,42,Arrears,PAR 30,,,,,,Samsung-Galaxy-S20-Plus-5G-128GB,12M,31-60 DPD,Poor
recnEOBH6kEjMlszf,2025-12-30,10.0,Promoter,15300.0,14509,8670.0,112,Arrears,PAR 30,No,Yes,No,No,No,Samsung-Galaxy-A06-128GB,12M,90+ DPD,Poor
recnEaHW31AZN1oXs,2025-12-30,5.0,Detractor,0.0,97899,3580.0,0,Arrears,Paid Off,,,,,,Samsung-Galaxy-S21-Ultra-128GB,12M,Current,Fair
recnGIDqUhAKPb77L,2025-12-30,2.0,Detractor,18000.0,97599,1800.0,1,Arrears,Inactive,No,No,Yes,Yes,Yes,Samsung-Galaxy-S22-Ultra-256GB,12M,1-30 DPD,Fair
recnGQAbu70Qk0bzy,2025-12-30,1.0,Detractor,18050.0,37299,0.0,0,up to date,Active,,,,,,Samsung-Note-20-128GB,12M,Current,Good
recnHvb4CGLqVgMn8,2025-12-30,10.0,Promoter,20300.0,14699,17900.0,208,Arrears,PAR 30,Yes,Yes,No,,,Samsung-Galaxy-A23-64GB,12M,90+ DPD,Poor
recnI3dVVx2a5DkWU,2025-12-30,10.0,Promoter,58140.0,6799,7980.0,45,Arrears,Return,,,,,,Samsung-Note-20-128GB,12M,31-60 DPD,Poor
recnIfuYY14ChZlf0,2025-12-30,0.0,Detractor,0.0,69579,0.0,0,up to date,Paid Off,No,No,Yes,Yes,No,Samsung-Note-20-128GB,12M,Current,Good
recnIv4DTUzaNh59D,2025-12-30,5.0,Detractor,16520.0,38829,370.0,0,Arrears,Active,Yes,Yes,,,,Samsung-Note-20-128GB,12M,Current,Fair
recnKakHKMlIkJTgz,2025-12-30,8.0,Passive,50280.0,16389,0.0,0,advance,Active,,,,,,Apple-iPhone-11-128GB,12M,Current,Unknown
recnKpSVQr5hhEM1u,2025-12-30,7.0,Passive,51230.0,17349,12290.0,75,Arrears,PAR 30,Yes,Yes,No,No,No,Samsung-Galaxy-S20-Ultra-128GB,12M,61-90 DPD,Poor
recnLVsbrucla6kVu,2025-12-30,5.0,Detractor,27880.0,71559,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Note-20-Ultra-256GB,12M,Current,Good
recnMnFLW1F7w7PvC,2025-12-30,2.0,Detractor,51700.0,10999,4400.0,26,Arrears,PAR 7,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,1-30 DPD,Fair
recnOwq9BsI44kA0L,2025-12-30,2.0,Detractor,0.0,50999,50999.0,0,Arrears,Return,,,,,,Samsung-Galaxy-S21-Ultra-128GB,12M,Current,Fair
recnPnRd0SWb2mvlT,2025-12-30,10.0,Promoter,0.0,69579,0.0,0,up to date,Paid Off,,,,,,Samsung-Note-20-128GB,12M,Current,Good
recnRInL4kf7fPPbf,2025-12-30,2.0,Detractor,33150.0,16199,13600.0,105,Arrears,PAR 30,Yes,Yes,,,,Samsung-Galaxy-S10-128GB,12M,90+ DPD,Poor
recnRMYizULZfqQEY,2025-12-30,10.0,Promoter,21180.0,5069,7230.0,113,Arrears,FMD,Yes,Yes,No,No,No,Samsung-Galaxy-A06-128GB,12M,90+ DPD,Poor
recnT2JvRwNfJ8sBW,2025-12-30,10.0,Promoter,39750.0,55239,20670.0,84,Arrears,PAR 30,Yes,Yes,No,"No, I have never looked for customer care",,Samsung-Note-20-Ultra-128GB,12M,61-90 DPD,Poor
recnT302T0QkkOULj,2025-12-30,8.0,Passive,28500.0,26849,12350.0,90,Arrears,PAR 30,Yes,Yes,No,Yes,No,Samsung-Note-20-128GB,12M,61-90 DPD,Poor
recnTQBuY92YjX15h,2025-12-30,9.0,Promoter,22500.0,80359,22500.0,609,Arrears,PAR 30,Yes,Yes,Yes,No,No,Apple-iPhone-11-64GB,12M,90+ DPD,Poor
recnTZ2X5PdInwDeq,2025-12-30,8.0,Passive,51042.0,22517,40962.0,229,Arrears,PAR 30,Yes,Yes,Yes,No,No,Samsung-Note-20-128GB,12M,90+ DPD,Poor
recnTnz90DronJAQ6,2025-12-30,10.0,Promoter,119040.0,27059,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S24-Ultra-256GB,12M,Current,Good
recnWE7L2kfI7td8O,2025-12-30,2.0,Detractor,57810.0,15019,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S21-Ultra-DP10-128GB,12M,Current,Good
recnWhaqQ1uFngjzx,2025-12-30,5.0,Detractor,11770.0,50799,0.0,0,up to date,Active,No,Yes,Yes,Yes,Yes,Samsung-Note-20-128GB,12M,Current,Good
recnWqniaiUgTAlXw,2025-12-30,2.0,Detractor,0.0,142279,0.0,0,advance,Paid Off,,,,,,Samsung-Galaxy-S22-Ultra-256GB,12M,Current,Unknown
recnZDA0NGP4ICP1P,2025-12-30,6.0,Detractor,7679.0,40740,7679.0,190,Arrears,PAR 30,Yes,Yes,No,No,No,Apple-iPhone-X-64GB,12M,90+ DPD,Poor
recnZIJoOCMECTz6s,2025-12-30,8.0,Passive,10500.0,80499,9000.0,40,Arrears,PAR 30,,,,,,Apple-iPhone-11-256GB,12M,31-60 DPD,Poor
recnaYRKx2x4oUd8p,2025-12-30,0.0,Detractor,62400.0,13099,36400.0,192,Arrears,Return,No,No,,,,Samsung-Note-10-Plus-256GB,12M,90+ DPD,Poor
recnb0Q2A9Khod9M8,2025-12-30,8.0,Passive,0.0,20999,0.0,0,up to date,Paid Off,Yes,Yes,No,"No, I have never looked for customer care",No,Samsung-Galaxy-A16-128GB,12M,Current,Good
recnbXOQBMmvzA8ki,2025-12-30,10.0,Promoter,47520.0,54159,47520.0,256,Arrears,PAR 30,Yes,Yes,Yes,Yes,Yes,Samsung-Galaxy-S22-Plus-128GB,12M,90+ DPD,Poor
recneO0bf2Hl9yC84,2025-12-30,10.0,Promoter,0.0,37849,0.0,0,up to date,Paid Off,Yes,Yes,No,No,No,Samsung-Galaxy-S9-64GB,12M,Current,Good
recneSXfg5hOJ6BJw,2025-12-30,9.0,Promoter,0.0,67779,1180.0,0,Arrears,Paid Off,,,,,,Samsung-Note-20-128GB,12M,Current,Fair
recngic85o7ZM6NIJ,2025-12-30,0.0,Detractor,47700.0,47289,38160.0,164,Arrears,PAR 30,No,Yes,Yes,No,No,Samsung-Note-20-Ultra-128GB,12M,90+ DPD,Poor
recniHrqdx4GD2CcN,2025-12-30,2.0,Detractor,41800.0,15599,41800.0,728,Arrears,Return,,,,,,Samsung-Galaxy-S10-128GB,12M,90+ DPD,Poor
recnjWB35BpiI8yPi,2025-12-30,6.0,Detractor,20520.0,23739,0.0,0,advance,Active,Yes,Yes,No,,,Samsung-Galaxy-A16-128GB,12M,Current,Unknown
recnkUWwpDKuU4eV7,2025-12-30,10.0,Promoter,47880.0,29449,1330.0,0,Arrears,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Fair
recnlSzWgmczZDHzd,2025-12-30,8.0,Passive,33119.0,4570,32429.0,326,Arrears,Return,,,,,,Samsung-Galaxy-S9-64GB,12M,90+ DPD,Poor
recnleInT3bKjA3mM,2025-12-30,4.0,Detractor,28600.0,46899,0.0,0,up to date,Active,No,Yes,No,Yes,No,Samsung-Note-10-Plus-256GB,12M,Current,Good
recnloH6bIuipQ74V,2025-12-30,7.0,Passive,33630.0,23859,0.0,0,advance,Active,,,,,,Samsung-Note-20-128GB,12M,Current,Unknown
recnnHxd2OJh8sF7V,2025-12-30,8.0,Passive,13650.0,50449,90.0,3,Arrears,Inactive,Yes,Yes,Yes,No,Yes,Samsung-Galaxy-S20-Ultra-128GB,12M,1-30 DPD,Fair
recnnNty757cQkPYH,2025-12-30,8.0,Passive,21120.0,17139,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-A16-128GB,12M,Current,Good
recno15WSqtSwnWzX,2025-12-30,0.0,Detractor,70000.0,11799,70000.0,406,Arrears,Return,,,,,,Samsung-Note-10-Plus-256GB,12M,90+ DPD,Poor
recnoKCiqFeiWsmFx,2025-12-30,7.0,Passive,35280.0,41949,0.0,0,up to date,Active,Yes,Yes,No,Yes,No,Samsung-Note-20-Ultra-128GB,12M,Current,Good
recnqAK9ZHkl4cfch,2025-12-30,0.0,Detractor,49050.0,14529,49050.0,350,Arrears,Return,No,No,No,Yes,No,Samsung-Note-20-128GB,12M,90+ DPD,Poor
recnrx9TniOVPwVyJ,2025-12-30,10.0,Promoter,45220.0,32509,26600.0,137,Arrears,PAR 30,Yes,No,No,Yes,Yes,Samsung-Galaxy-S21-Ultra-128GB,12M,90+ DPD,Poor
recnsf1eochRVZ9jy,2025-12-30,0.0,Detractor,67320.0,9819,67320.0,585,Arrears,Return,,,,,,Samsung-Note-10-Plus-256GB,12M,90+ DPD,Poor
recnskub8CcSkcnrt,2025-12-30,7.0,Passive,5900.0,62979,1180.0,1,Arrears,Inactive,,,,,,Samsung-Note-20-128GB,12M,1-30 DPD,Fair
recntMKQWwV9p0kU3,2025-12-30,2.0,Detractor,49220.0,22999,420.0,4,Arrears,Inactive,,,,,,Samsung-Note-10-Plus-256GB,12M,1-30 DPD,Fair
recnv4X6QDUHafKt6,2025-12-30,5.0,Detractor,0.0,39719,0.0,0,advance,Paid Off,,,,,,Samsung-Galaxy-S9-64GB,12M,Current,Unknown
recnvAcLVbHkiU8BA,2025-12-30,8.0,Passive,31600.0,32499,31600.0,207,Arrears,PAR 30,Yes,Yes,Yes,No,,Samsung-Galaxy-S20-Plus-5G-128GB,12M,90+ DPD,Poor
recnvLPSe8JcDsry3,2025-12-30,7.0,Passive,25200.0,13399,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-A42-5G-128GB,STDHIGH,Current,Good
recnwoPg1xcdxOiH9,2025-12-30,10.0,Promoter,30240.0,32539,0.0,0,up to date,Active,Yes,Yes,No,"No, I have never looked for customer care",No,Samsung-Note-20-128GB,12M,Current,Good
recnzSq9tQOQUjwi3,2025-12-30,0.0,Detractor,0.0,50119,0.0,0,up to date,Paid Off,Yes,No,Yes,Yes,Yes,Samsung-Galaxy-A15-128GB,12M,Current,Good
reco0pcB0z8Ud7GMx,2025-12-30,10.0,Promoter,28080.0,34699,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Note-20-128GB,12M,Current,Good
reco2kB0JKmqrthH2,2025-12-30,3.0,Detractor,68946.0,24433,68946.0,319,Arrears,Return,,,,,,Samsung-Galaxy-S21-Ultra-128GB,12M,90+ DPD,Poor
reco37EthRoOPhJWP,2025-12-30,10.0,Promoter,32560.0,22419,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S20-Plus-5G-128GB,STDHIGH,Current,Good
reco5rM1hw32QEWas,2025-12-30,9.0,Promoter,63750.0,15399,23750.0,130,Arrears,FPD,Yes,Yes,No,No,No,Samsung-Note-10-Plus-256GB,STDHIGH,90+ DPD,Poor
reco6hW3HF8USZ7Gf,2025-12-30,6.0,Detractor,13500.0,12749,0.0,0,up to date,Active,Yes,No,No,No,No,Samsung-Galaxy-A06-128GB,12M,Current,Good
reco7OoGEFs77bBkc,2025-12-30,5.0,Detractor,0.0,51550,0.0,0,advance,Paid Off,Yes,No,Yes,Yes,Yes,Samsung-Note-10-Plus-512GB,12M,Current,Unknown
reco7ujp2aOzt6Vjd,2025-12-30,9.0,Promoter,0.0,102819,0.0,0,up to date,Paid Off,Yes,Yes,No,No,No,Samsung-Galaxy-S21-Ultra-128GB,12M,Current,Good
recoBb6bvHrh9Oh5j,2025-12-30,1.0,Detractor,85990.0,16589,102579.0,382,Arrears,Return,,,,,,Samsung-Galaxy-S21-Ultra-128GB,12M,90+ DPD,Poor
recoBgnUgBJ16naPk,2025-12-30,8.0,Passive,0.0,83249,0.0,0,advance,Paid Off,Yes,Yes,Yes,"No, I have never looked for customer care",No,Apple-iPhone-11-64GB,12M,Current,Unknown
recoDanq8k5jjUpyc,2025-12-30,8.0,Passive,200.0,63899,200.0,0,Arrears,Active,Yes,Yes,No,No,No,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Fair
recoFrWsD4UZYE6VY,2025-12-30,10.0,Promoter,30590.0,47139,9310.0,47,Arrears,PAR 30,,,,,,Samsung-Galaxy-S21-Ultra-128GB,12M,31-60 DPD,Poor
recoGN1f6YAHZh3pj,2025-12-30,10.0,Promoter,62570.0,135559,0.0,0,advance,Active,Yes,Yes,No,No,No,Samsung-Galaxy-S24-Ultra-256GB,12M,Current,Unknown
recoGaFCZnb3GM3Nh,2025-12-30,10.0,Promoter,6300.0,55049,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Good
recoGtUpeGAeyFtg4,2025-12-30,10.0,Promoter,46440.0,15139,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Good
recoHKjCkGJd549G1,2025-12-30,8.0,Passive,22950.0,26399,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S10-128GB,12M,Current,Good
recoHeCeo7E5rbUb2,2025-12-30,6.0,Detractor,9540.0,35329,300.0,1,Arrears,Inactive,,,,,,Samsung-Galaxy-A16-128GB,12M,1-30 DPD,Fair
recoI5agE8YlEWNHl,2025-12-30,10.0,Promoter,0.0,92579,100.0,0,Arrears,Paid Off,Yes,Yes,Yes,Yes,Yes,Samsung-Galaxy-S21-Plus-5G-256GB,12M,Current,Fair
recoIN6WHonzQfa6E,2025-12-30,9.0,Promoter,50490.0,6999,16830.0,116,Arrears,PAR 30,Yes,No,,,,Samsung-Note-20-128GB,12M,90+ DPD,Poor
recoJRfQBLAQ3bFfj,2025-12-30,10.0,Promoter,13245.0,57974,0.0,0,advance,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Unknown
recoKG8Xxwd4ODKpq,2025-12-30,10.0,Promoter,0.0,44479,0.0,0,up to date,Paid Off,,,,,,Samsung-Galaxy-A14-128GB,12M,Current,Good
recoL7Nev6OtG283P,2025-12-30,8.0,Passive,4730.0,90259,0.0,0,advance,Active,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Unknown
recoLCMAfVdIY3TmW,2025-12-30,10.0,Promoter,62000.0,28049,1550.0,4,Arrears,Inactive,,,,,,Samsung-Note-20-Ultra-128GB,12M,1-30 DPD,Fair
recoPFQxzD2jjZSfs,2025-12-30,9.0,Promoter,44799.0,7700,44799.0,419,Arrears,FMD,Yes,Yes,No,Yes,No,Samsung-Galaxy-S9-Plus-64GB,12M,90+ DPD,Poor
recoRdxlaO057Kydq,2025-12-30,2.0,Detractor,18910.0,19499,0.0,0,up to date,Active,No,No,No,"No, I have never looked for customer care",No,Samsung-Galaxy-A16-128GB,STDHIGH,Current,Good
recoTEhguiGXaU0o4,2025-12-30,10.0,Promoter,28806.0,28683,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Unknown
recoTziqnJ30sr4oy,2025-12-30,10.0,Promoter,42480.0,26099,0.0,0,up to date,Active,Yes,Yes,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Good
recoU1M0JWdYSiK9t,2025-12-30,10.0,Promoter,40800.0,14849,2040.0,8,Arrears,PAR 7,Yes,Yes,No,No,No,Samsung-Galaxy-S21-Plus-5G-128GB,12M,1-30 DPD,Fair
recoUavOnuRf65ZrS,2025-12-30,3.0,Detractor,22610.0,55119,1330.0,3,Arrears,Inactive,No,No,Yes,Yes,Yes,Samsung-Galaxy-S21-Ultra-128GB,12M,1-30 DPD,Fair
recoVnxzwK7uaDnAM,2025-12-30,5.0,Detractor,35340.0,22889,930.0,1,Arrears,Inactive,,,,,,Samsung-Galaxy-S21-Plus-5G-128GB,STDHIGH,1-30 DPD,Fair
recoW5KUEPOqNT2nc,2025-12-30,8.0,Passive,47340.0,16639,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Unknown
recoY52g8vVHAhvdL,2025-12-30,7.0,Passive,17638.0,68231,11758.0,50,Arrears,PAR 30,Yes,Yes,,,,Samsung-Note-10-Plus-256GB,12M,31-60 DPD,Poor
recoYgQuo7UHRic7M,2025-12-30,2.0,Detractor,63819.0,22160,0.0,0,advance,Active,No,No,No,Yes,No,Apple-iPhone-12-Pro-256GB,12M,Current,Unknown
recoa603MNSXaYK6k,2025-12-30,0.0,Detractor,57190.0,20539,31920.0,165,Arrears,PAR 30,No,No,Yes,Yes,,Samsung-Galaxy-S21-Ultra-128GB,12M,90+ DPD,Poor
recoaC2cMOtSLX8fk,2025-12-30,5.0,Detractor,60500.0,36399,38900.0,151,Arrears,PAR 30,No,No,Yes,,,Samsung-Note-20-Ultra-256GB,12M,90+ DPD,Poor
recodV1kgWtHbDWlR,2025-12-30,6.0,Detractor,34080.0,37959,0.0,0,advance,Active,Yes,Yes,No,No,No,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Unknown
recodkxBTyCUkjWGI,2025-12-30,10.0,Promoter,49499.0,36250,0.0,0,advance,Active,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Unknown
recofiPhatqmMPaxB,2025-12-30,10.0,Promoter,19630.0,48949,0.0,0,advance,Active,Yes,Yes,No,"No, I have never looked for customer care",No,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Unknown
recogDXMt7YHSSSRv,2025-12-30,10.0,Promoter,14060.0,28979,740.0,1,Arrears,Inactive,,,,,,Samsung-Galaxy-A16-128GB,12M,1-30 DPD,Fair
recogXuWSr6kgK74C,2025-12-30,0.0,Detractor,24700.0,50799,0.0,0,up to date,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Good
recoh5OtPoUvMKAqJ,2025-12-30,5.0,Detractor,47780.0,11459,980.0,1,Arrears,Inactive,,,,,,Samsung-Galaxy-S20-Plus-5G-128GB,12M,1-30 DPD,Fair
recohHGigsUoSW5ON,2025-12-30,10.0,Promoter,110879.0,35220,0.0,0,advance,Active,Yes,Yes,No,No,No,Samsung-Galaxy-S24-Ultra-256GB,12M,Current,Unknown
recoiISbNqUIq32D1,2025-12-30,5.0,Detractor,30360.0,9629,13800.0,138,Arrears,Return,Yes,Yes,No,No,No,Samsung-Galaxy-A42-5G-128GB,12M,90+ DPD,Poor
recok7Ah4TiiFtgKC,2025-12-30,6.0,Detractor,55480.0,26089,0.0,0,advance,Active,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Unknown
recol4bOVjGXt4NIT,2025-12-30,10.0,Promoter,29260.0,48469,5320.0,24,Arrears,PAR 7,Yes,Yes,No,No,,Samsung-Galaxy-S21-Ultra-128GB,12M,1-30 DPD,Fair
recomOOf7tlIzmOHU,2025-12-30,9.0,Promoter,70200.0,57599,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S23-Ultra-256GB,3M,Current,Good
recomdF0WZPEQDofl,2025-12-30,10.0,Promoter,31320.0,31459,1080.0,2,Arrears,Inactive,Yes,Yes,No,No,No,Samsung-Note-20-128GB,12M,1-30 DPD,Fair
reconqDFRsPI2d1Jn,2025-12-30,10.0,Promoter,0.0,102819,0.0,0,up to date,Paid Off,,,,,,Samsung-Galaxy-S21-Ultra-128GB,12M,Current,Good
reconsK2fHTiayE1a,2025-12-30,6.0,Detractor,28810.0,13759,3350.0,28,Arrears,PAR 7,,,,,,Samsung-Galaxy-A16-128GB,STDHIGH,1-30 DPD,Fair
recoo2Y4e0JzBZfks,2025-12-30,8.0,Passive,5700.0,51849,0.0,0,up to date,Active,Yes,Yes,No,No,,Apple-iPhone-XR-64GB,12M,Current,Good
recooEVUgYPMUMmHs,2025-12-30,10.0,Promoter,33860.0,29114,0.0,0,advance,Active,Yes,Yes,No,No,Yes,Samsung-Note-10-Plus-256GB,3M,Current,Unknown
recoopuT2rGUqJUQA,2025-12-30,8.0,Passive,29120.0,23689,0.0,0,up to date,Active,Yes,No,No,Yes,No,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Good
recopw807ijyfYSt5,2025-12-30,9.0,Promoter,3240.0,28199,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-A06-64GB,12M,Current,Good
recor2j7HvVOzUucZ,2025-12-30,10.0,Promoter,27460.0,53119,19180.0,93,Arrears,PAR 30,Yes,Yes,No,No,No,Samsung-Note-10-Plus-256GB,12M,90+ DPD,Poor
recosDF4lClWodDAE,2025-12-30,0.0,Detractor,50490.0,6999,25740.0,179,Arrears,FPD,No,No,Yes,Yes,,Samsung-Note-10-256GB,12M,90+ DPD,Poor
recosDWAJvWzAKgLv,2025-12-30,1.0,Detractor,104876.0,47313,8276.0,19,Arrears,PAR 7,No,No,Yes,Yes,,Apple-iPhone-14-Pro-Max-256GB,12M,1-30 DPD,Fair
recotkxBUM2XiOXmv,2025-12-30,9.0,Promoter,50750.0,40999,1450.0,6,Arrears,Inactive,Yes,Yes,No,"No, I have never looked for customer care",,Samsung-Galaxy-S21-Ultra-128GB,12M,1-30 DPD,Fair
recouxE6HSHGbbEME,2025-12-30,10.0,Promoter,0.0,67499,0.0,0,advance,Paid Off,,,,,,Samsung-Note-20-Ultra-128GB,STDHIGH,Current,Unknown
recowfieZUWGDXTOE,2025-12-30,10.0,Promoter,14190.0,51839,4020.0,22,Arrears,PAR 7,,,,,,Samsung-Galaxy-S10-Plus-128GB,12M,1-30 DPD,Fair
recozbH0rJvgQlpGZ,2025-12-30,9.0,Promoter,0.0,99999,17290.0,0,Arrears,Paid Off,,,,,,Samsung-Galaxy-S22-Ultra-256GB,12M,Current,Fair
recp0s068L9qsuIJJ,2025-12-30,10.0,Promoter,22470.0,40099,10700.0,68,Arrears,PAR 30,Yes,Yes,Yes,No,No,Samsung-Note-20-128GB,12M,61-90 DPD,Poor
recp14jwbAekC8z83,2025-12-30,0.0,Detractor,17480.0,30599,17480.0,630,Arrears,Return,,,,,,Samsung-Galaxy-A42-5G-128GB,12M,90+ DPD,Poor
recp1DCZLAmbiaLxE,2025-12-30,10.0,Promoter,48600.0,19559,0.0,0,advance,Active,,,,,,Apple-iPhone-11-128GB,12M,Current,Unknown
recp2pbvnBcUMUjYT,2025-12-30,8.0,Passive,48300.0,19849,0.0,0,up to date,Active,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Good
